Key,Desc,English,Russian,Spanish,Chinese (Simplified),Belarusian,French,German,Italian,Japanese,Korean,,Turkish,Ukrainian
7_1_StrongFigter_cardLeft,,Splash water on your face and pray for sobriety,Умыться и постараться протрезветь,Lavarse la cara y intentar despejar la resaca,,,,,,,,,,
7_1_StrongFigter_cardLeft_REV_YES,,"Your opponent’s a mountain of muscle. Prioritizing apple preservation, you hand it to a street kid for safekeeping","Против вас будет драться крупный мужик. Боясь, что яблоко не переживёт сражения, вы отдаёте его пацану на хранение","Te enfrentarás a un gigante. Decides que el manzano es más importante, y se lo confías a un chaval",,,,,,,,,,
7_1_StrongFigter_cardLeft_REV_NO,,They’ve pitted you against last week’s champion - a mountain of a man with fists like anvils,"Против вас выставили чемпиона прошлой недели, крупного и с виду очень сильного мужика",Te enfrentan al campeón de la semana pasada: un coloso con pinta de aplastarte como un insecto,,,,,,,,,,
7_1_StrongFigter_cardRight,,Pump yourself up before the fight,Взбудоражить кровь перед схваткой,Calentar la sangre antes del combate,,,,,,,,,,
7_1_StrongFigter_cardRight_REV,,"Facing last week’s champion - a hulking brute - you slap yourself twice, sharpening your focus","Против вас - чемпион прошлой недели, крупный мужик. Вы даёте себе пару пощёчин, чтобы взбодриться перед боем",Enfrentas al campeón: un gigante. Te das dos bofetadas para despertar el instinto,,,,,,,,,,
7_2a_StrongFigter_bunner,,"You stumble outside. The crowd forms a ring - jeers and bets fly, but your vision’s still ale-blurred","Вы выходите на улицу, толпа собирается в круг, крики и ставки раздаются со всех сторон, а в глазах по-прежнему мутно","Sales a la calle. La gente forma un círculo, las apuestas gritadas te rodean… y la resaca nubla tu vista",,,,,,,,,,
7_2a_StrongFigter_cardLeft,,Brace into a fighting stance - let him make the first move,Занять боевую стойку и ждать первого удара,Adoptar una postura de combate y esperar el primer golpe,,,,,,,,,,
7_2a_StrongFigter_cardLeft_REV,,You brace for the first strike - and it lands. Your block crumbles; the force is brutal,"Вы ждете первого удара, и вы его получаете, блок вас не спасает, удар слишком сильный",Esperas el golpe - y conecta. Tu bloqueo falla; la potencia es bestial,,,,,,,,,,
7_2a_StrongFigter_cardRight,,Strike first - no hesitation,Сразу атаковать первым,"Atacar primero, sin dudar",,,,,,,,,,
7_2a_StrongFigter_cardRight_REV,,"You swing first - but the ale betrays you. He shrugs off the blow, countering with a rib-cracking punch to your chest","Вы бьёте первым, но вы слишком много выпили. Противник встречает удар плечом и с хрустом отвечает кулаком в грудь","Atacas primero, pero el alcohol te juega en contra. Él bloquea con el hombro y devuelve un puñetazo que te cruje las costillas",,,,,,,,,,
7_2b_StrongFigter_bunner,,"You step outside. The crowd forms a roaring circle - bets and jeers hammer your skull, while your vision swims in ale-fed fog","Вы выходите на улицу, толпа собирается в круг, крики и ставки раздаются со всех сторон, а в глазах по-прежнему мутно","Sales a la calle. El gentío grita apuestas, formando un círculo que te aturde… y la vista sigue nublada por la resaca",,,,,,,,,,
7_2b_StrongFigter_cardLeft,,Assume a fighting stance. Wait for his move,Занять боевую стойку и ждать первого удара,Ponte en guardia. Espera su ataque,,,,,,,,,,
7_2b_StrongFigter_cardLeft_REV,,"The first strike lands. Your block shatters - too slow, too weak","Вы ждете первого удара, и вы его получаете, блок вас не спасает, удар слишком сильный",El primer golpe conecta. Tu bloqueo cede - demasiado brutal,,,,,,,,,,
7_2b_StrongFigter_cardRight,,Strike first - no hesitation,Сразу атаковать первым,"Atacar primero, sin dudar",,,,,,,,,,
7_2b_StrongFigter_cardRight_REV,,"You lunge first - ale-heavy and sloppy. He tanks it with his shoulder, cracking a fist into your ribs in return","Вы бьёте первым, но вы слишком много выпили. Противник встречает удар плечом и с хрустом отвечает кулаком в грудь",Atacas primero - torpe por la resaca. Él absorbe el golpe con el hombro y devuelve un puñetazo que cruje tus costillas,,,,,,,,,,
7_3_StrongFigter_bunner,,The enemy advances. He winds up a huge swing - his fist rockets toward you,"Противник идёт в наступление. Он широко замахивается, и кулак несётся прямо к вам",El rival avanza. Un puñetazo descomunal vuela hacia ti,,,,,,,,,,
7_3_StrongFigter_cardLeft,,Dodge to the side,Увернуться в сторону,Esquivar hacia un lado,,,,,,,,,,
7_3_StrongFigter_cardLeft_REV_YES,,You dodge the punch - only to slip and crunch the apple beneath your backside,"Вы уклоняетесь, и кулак пролетает мимо, но поскальзываетесь и падаете на землю раздавив яблоко",Esquivas el puñetazo… pero resbalas y aplastas la manzana con tu trasero,,,,,,,,,,
7_3_StrongFigter_cardLeft_REV_NO,,You dodge - his fist misses - then your feet betray you. The ground greets your skull with a crack,"Вы уклоняетесь, и кулак пролетает мимо, но поскальзываетесь и бьетесь головой об землю",Esquivas el golpe… pero resbalas y la cabeza choca contra el suelo,,,,,,,,,,
7_3_StrongFigter_cardRight,,Counter with a jaw-breaking punch,Ответить ударом в челюсть,Contraatacar con un golpe a la mandíbula,,,,,,,,,,
7_3_StrongFigter_cardRight_REV,,"Your fist connects - but so does his. The impact nearly floors you, but you stagger upright","Ваш кулак попадает в цель, но и его - тоже. Удар был сильным, вы чудом устояли на ногах","Tu puñetazo acierta… pero el suyo también. Casi caes, pero logras mantenerte a duras penas",,,,,,,,,,
7_4a_StrongFigter_bunner,,The enemy’s slowing - but still deadly. The crowd howls for blood,"Противник уже начал уставать, но все ещё опасен. Толпа ждёт зрелища",El rival flaquea… pero sigue siendo letal. La multitud grita por espectáculo,,,,,,,,,,
7_4a_StrongFigter_cardLeft,,Step back to catch your breath - just for a moment,Отступить на шаг чтобы отдышаться,Retrocede un paso para recuperar el aliento,,,,,,,,,,
